groupId,severity,issueCode,variantClassification,variantConfidence,variantSignals,variantAttributes,intentKey,signals,pageCount,pageTypes,primaryUrl,primaryInboundInternalLinks,competingUrls,sampleTitles,sharedTitle,sharedMetaDescription,sharedContentHash,recommendation
CAN-0152,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:os3|code:os4|code:os6|color:black|color:blue|color:maroon|color:multi|color:navy,baggy cargo fit jogger over oversized pocket pockets printed,shared_keyword_intent,4,product,https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-black-os6,2,https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-black-os3|https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-black-os4|https://triprindia.com/products/mens-multi-pockets-all-over-printed-baggy-fit-oversized-cargo-jogger-maroon-os6,Buy Navy Blue Baggy fit Multi Pocket Cargo Joggers Online – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0153,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:j72|color:beige|color:black|color:grey|color:white,baggy cargo fit loose pant plain track,shared_keyword_intent,4,product,https://triprindia.com/products/loose-fit-plain-baggy-cargo-j72-white,1,https://triprindia.com/products/loose-fit-plain-baggy-cargo-j72-black|https://triprindia.com/products/loose-fit-plain-baggy-cargo-j72-grey|https://triprindia.com/products/loose-fit-plain-baggy-cargo-j72-beige,Plain Baggy Track Pant White – TRIPR|Plain Baggy Track Pant Black – TRIPR|Plain Baggy Track Pant Grey – TRIPR|Plain Loose Fit Baggy Track Pant Beige – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0154,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:black|color:green|color:grey|color:maroon|color:multi|color:olive,cargo jogger plain pocket pockets,shared_keyword_intent,4,product,https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-olive-green,0,https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-grey|https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-black|https://triprindia.com/products/men-multi-pocket-plain-cargo-jogger-maroon,Mens Multi Pockets Plain Grey Cargo Jogger – TRIPR|Mens Multi Pockets Plain Black Cargo Jogger – TRIPR|Mens Multi Pockets Plain Olive Green Cargo Jogger – TRIPR|Mens Multi Pockets Plain Maroon Cargo Jogger – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0155,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:beige|color:black|color:grey|color:maroon,casual high neck plain sweatshirt zipper,shared_keyword_intent,4,product,https://triprindia.com/products/men-plain-zipper-high-neck-casual-sweatshirt-beige,2,https://triprindia.com/products/men-plain-zipper-high-neck-casual-sweatshirt-black|https://triprindia.com/products/men-plain-zipper-high-neck-casual-sweatshirt-maroon|https://triprindia.com/products/men-plain-zipper-high-neck-casual-sweatshirt-grey,Men Plain Zipper High Neck Casual Sweatshirt / Black – TRIPR|Men Plain Zipper High Neck Casual Sweatshirt / Maroon – TRIPR|Men Plain Zipper High Neck Casual Sweatshirt Beige – TRIPR|Buy Men Plain Zipper High Neck Grey Casual Sweatshirt Online – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0156,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|variant_family,color:beige|color:black|color:green|color:grey|color:olive|color:red|variant_family,color dual full hooded neck printed sleeve tshirt,shared_keyword_intent,4,product,https://triprindia.com/products/full-sleeve-hooded-neck-dual-color-printed-t-shirt-beige-red,1,https://triprindia.com/products/full-sleeve-hooded-neck-dual-color-printed-t-shirt-black-grey|https://triprindia.com/products/full-sleeve-hooded-neck-dual-color-printed-t-shirt-black-red|https://triprindia.com/products/full-sleeve-hooded-neck-dual-color-printed-t-shirt-black-olive-green,Mens Full Sleeve Hooded Neck Dual Color Printed T-shirt / Black & Grey – TRIPR|Mens Full Sleeve Hooded Neck Dual Color Printed T-shirt Beige & Red – TRIPR|Mens Full Sleeve Hooded Neck Dual Color Printed T-shirt / Black & Red – TRIPR|Mens Full Sleeve Hooded Neck Dual Color Printed T-shirt Black & Olive – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0157,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|combo_variant|model_code_variant|pack_variant|variant_family,code:d173|code:d184|color:beige|color:green|color:multicolor|color:olive|combo|pack_of_2|pack_of_3|variant_family,combo half printed sleeve tshirt variants,shared_keyword_intent,4,product,https://triprindia.com/products/pack-of-2-half-sleeve-printed-t-shirts-d173-olive-green-d184-beige,1,https://triprindia.com/products/pack-of-3-half-sleeve-printed-tshirts-12-variants|https://triprindia.com/products/pack-of-3-half-sleeve-printed-tshirts-17-variants|https://triprindia.com/products/pack-of-3-printed-half-sleeve-tshirts-12-variants,Men Half Sleeve Printed Pack of 2 Combo Tshirts 18 Variants – TRIPR|Men Pack Of 3 Half Sleeve Printed Multicolor Combo Tshirts 12 Variants – TRIPR|Men Pack Of 3 Half Sleeve Printed Combo Tshirts 17 Variants – TRIPR|Men Pack Of 3 Printed Half Sleeve Combo Tshirts - 12 Variants – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0158,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|combo_variant|pack_variant,color:black|color:blue|color:grey|color:multicolor|color:navy|combo|pack_of_3,combo printed vest,shared_keyword_intent,4,product,https://triprindia.com/products/printed-vest-combo-pack-of-3-for-men,0,https://triprindia.com/products/tripr-men-vest-combo-of-black-grey-navy-blue|https://triprindia.com/products/men-vest-pack-of-3-combo|https://triprindia.com/products/men-vest-combo-pack-of-3,(Pack of 3) Multicolor Men Printed Vest – TRIPR|(Pack of 3) Men Printed Vest / Multicolor – TRIPR|Mens Multicolor Printed Vest (Pack of 3) – TRIPR|Men Vest Printed (Pack of 3) – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0159,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:j61|color:beige|color:black|color:grey|color:maroon,cuffed jogger printed,shared_keyword_intent,4,product,https://triprindia.com/products/men-beige-printed-jogger,2,https://triprindia.com/products/men-maroon-printed-jogger|https://triprindia.com/products/men-cuffed-jogger-with-printed-grey|https://triprindia.com/products/men-cuffed-printed-jogger-black-j61,Men Cuffed Printed Beige Jogger – TRIPR|Men Cuffed Maroon Printed Jogger – TRIPR|Men Cuffed Joggers – TRIPR|Men Cuffed Printed Jogger Black – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0160,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:j68|color:beige|color:black|color:grey|color:maroon|color:white,cuffed pant printed star track,shared_keyword_intent,4,product,https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-maroon-white-j68,0,https://triprindia.com/products/men-printed-track-pant-j68-black-white|https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-grey-black-j68|https://triprindia.com/products/men-star-printed-with-cuffed-trackpant-beige-black-j68,Men Black Star Printed With Cuffed Trackpant – TRIPR|Men Star Printed With Cuffed Trackpant Maroon & White – TRIPR|Men Star Printed Grey & Black Cuffed Trackpant – TRIPR|Men Beige & Black Star Printed Cuffed Trackpant – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0161,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:beige|color:black|color:grey|color:maroon,fit loose pant solid track,shared_keyword_intent,4,product,https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-beige-plainj95,4,https://triprindia.com/products/tripr-men-solid-loose-fit-track-pant-black-plainj95|https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-maroon-plainj95|https://triprindia.com/products/tripr-men-solid-loose-fit-trackpant-grey-plainj95,TRIPR Men Solid Loose Fit TrackPant Beige|TRIPR Men Solid Loose Fit TrackPant Black|TRIPR Men Solid Loose Fit TrackPant Maroon|TRIPR Men Solid Loose Fit TrackPant Grey,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0162,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|pack_variant,color:black|color:brown|color:dark|color:green|color:grey|color:maroon|color:olive|pack_of_2,full henely henley neck sleeve tshirt,shared_keyword_intent,4,product,https://triprindia.com/products/men-full-sleeve-henley-t-shirt-pack-of-2-dark-grey-maroon,1,https://triprindia.com/products/men-full-sleeve-henley-neck-pack-of-2-t-shirts-maroon-olive-green|https://triprindia.com/products/men-full-sleeve-henley-neck-pack-of-2-t-shirts-brown-black|https://triprindia.com/products/men-full-sleeve-henley-neck-pack-of-2-t-shirts-dark-grey-brown,Mens Henely Neck Full Sleeve Dark Grey & Maroon T-shirts (Pack Of 2) – TRIPR|Mens Henely Neck Full Sleeve T-shirts Maroon & Olive (Pack Of 2) – TRIPR|Mens Henely Neck Full Sleeve Brown & Black T-shirts (Pack Of 2) – TRIPR|Mens Henely Neck Full Sleeve Dark Grey & Brown T-shirts (Pack Of 2) – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0163,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:st162|color:beige|color:black|color:grey|color:maroon,full henley high neck plain quarter sleeve sweatshirt zip,shared_keyword_intent,4,product,https://triprindia.com/products/sweatshirt-for-men-henley-neck-plain-black-full-sleeve-st162,1,https://triprindia.com/products/sweatshirt-for-men-henley-neck-plain-beige-full-sleeve-st162|https://triprindia.com/products/sweatshirt-for-men-henley-neck-plain-grey-full-sleeve-st162|https://triprindia.com/products/sweatshirt-for-men-henley-neck-plain-maroon-full-sleeve-st162,Men High Neck Quarter Zip Up Beige Sweatshirt – TRIPR|Men High Neck Quarter Zip Up Black Sweatshirt – TRIPR|Men High Neck Quarter Zip Up Grey Sweatshirt – TRIPR|Men High Neck Quarter Zip Up Maroon Sweatshirt – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0164,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:st163|color:beige|color:black|color:blue|color:green|color:navy|color:olive,full henley high neck sleeve sweatshirt,shared_keyword_intent,4,product,https://triprindia.com/products/sweatshirt-for-men-henley-neck-navy-blue-full-sleeve-st163,0,https://triprindia.com/products/sweatshirt-for-men-henley-neck-beige-full-sleeve-st163|https://triprindia.com/products/sweatshirt-for-men-henley-neck-black-full-sleeve-st163|https://triprindia.com/products/sweatshirt-for-men-henley-neck-olive-green-full-sleeve-st163,Men Full Sleeve High Neck Sweatshirt Beige – TRIPR|Men Full Sleeve High Neck Sweatshirt Black – TRIPR|Men Full Sleeve High Neck Sweatshirt Navy blue – TRIPR|Men Full Sleeve High Neck Sweatshirt Olive green – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0165,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:black|color:grey|color:maroon|color:olive,full jacket sleeve travel unisex,shared_keyword_intent,4,product,https://triprindia.com/products/full-sleeve-olive-unisex-travel-jacket,3,https://triprindia.com/products/full-sleeve-black-travel-jacket|https://triprindia.com/products/full-sleeve-maroon-unisex-travel-jacket|https://triprindia.com/products/full-sleeve-grey-unisex-travel-jacket,Full Sleeve Black Unisex Travel Jacket – TRIPR|Maroon Unisex Travel Jacket – TRIPR|Full Sleeve Olive Unisex Travel Jacket – TRIPR|Full Sleeve Grey Unisex Travel Jacket – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0166,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:d221|code:d223|code:d225|code:d228|color:black,half neck printed round tshirt,shared_keyword_intent,4,product,https://triprindia.com/products/mens-half-round-neck-printed-tshirt-black-d228,1,https://triprindia.com/products/mens-half-round-neck-printed-tshirt-black-d221|https://triprindia.com/products/mens-half-round-neck-xo-printed-tshirt-black-d223|https://triprindia.com/products/mens-half-round-neck-printed-tshirt-black-d225,Mens Half Round Neck Printed Tshirt Black – TRIPR|Mens Half Round Neck XO Printed Tshirt Black – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0167,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:black|color:grey|color:maroon,half pant plain printed sleeve suit track tracksuit tshirt,shared_keyword_intent,4,product,https://triprindia.com/products/track-suit-for-hi-printed-grey-half-sleeve-t-shirt-black-plain-track-pant,2,https://triprindia.com/products/track-suit-for-hi-printed-maroon-half-sleeve-t-shirt-black-plain-track-pant|https://triprindia.com/products/track-suit-for-hi-printed-black-half-sleeve-t-shirt-grey-plain-track-pant|https://triprindia.com/products/track-suit-for-hi-printed-maroon-half-sleeve-t-shirt-grey-plain-track-pant,Tracksuit Men Grey Half Sleeve Printed T-shirt Plain Black Trackpant – TRIPR|Tracksuit Men Maroon Half Sleeve Printed T-shirt Plain Black Trackpant – TRIPR|Tracksuit Black Men Half Sleeve Printed T-shirt Plain Grey Trackpant – TRIPR|Tracksuit Maroon Men Half Sleeve Printed T-shirt Plain Grey Trackpant – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0168,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:d184|code:j61|color:black|color:green|color:grey|color:maroon|color:olive,half pant printed sleeve suit track tshirt,shared_keyword_intent,4,product,https://triprindia.com/products/track-suit-printed-d184-grey-t-shirt-with-printed-track-pant-j61-olive-green,0,https://triprindia.com/products/track-suit-printed-d184-maroon-t-shirt-with-printed-track-pant-j61-black|https://triprindia.com/products/track-suit-printed-d184-black-t-shirt-with-printed-track-pant-j61-olive-green|https://triprindia.com/products/track-suit-printed-d184-black-t-shirt-with-printed-track-pant-j61-maroon,Track Suit Half Sleeve Maroon Printed T-shirt with Black Printed Track – TRIPR|Track Suit Half Sleeve Black Printed T-shirt with Olive Green Printed – TRIPR|Track Suit Half Sleeve Black Printed T-shirt with Maroon Printed Track – TRIPR|Track Suit Half Sleeve Grey Printed T-shirt with Olive Green Printed T – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0169,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:d199|code:d201|code:d204|code:d205|color:black|color:blue|color:multicolor|color:white,over oversized printed size tshirt,shared_keyword_intent,4,product,https://triprindia.com/products/men-printed-over-size-t-shirt-d199-white-blue,1,https://triprindia.com/products/men-printed-over-size-t-shirt-d201-black|https://triprindia.com/products/men-over-all-printed-over-size-t-shirt-white-d204|https://triprindia.com/products/men-multicolor-all-over-printed-over-size-t-shirt-white-d205,White & Blue Men Printed Oversized T-shirt – TRIPR|Black Men Printed Oversized T-shirt – TRIPR|Men Over All Printed White Oversized T-shirt – TRIPR|Men White Multicolor All Over Printed Oversized T-shirt – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0170,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:beige|color:black|color:green|color:maroon|color:olive,pattern plain short textured waffle,shared_keyword_intent,4,product,https://triprindia.com/products/men-plain-textured-pattern-short-olive-green,0,https://triprindia.com/products/men-plain-textured-pattern-short-maroon|https://triprindia.com/products/men-plain-textured-pattern-short-beige|https://triprindia.com/products/men-plain-textured-pattern-short-black,Men Plain Maroon Waffle Short – TRIPR|Men Plain Olive Green Waffle Short – TRIPR|Men Plain Beige Waffle Short – TRIPR|Men Plain Black Waffle Short – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0171,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:black|color:blue|color:green|color:olive|color:red,printed regular short,shared_keyword_intent,4,product,https://triprindia.com/products/olive-green-mens-shorts-printed,0,https://triprindia.com/products/tripr-printed-men-black-regular-shorts|https://triprindia.com/products/tripr-printed-men-blue-regular-shorts|https://triprindia.com/products/men-red-printed-shorts,Buy Men Black Printed Regular Shorts Online - 78% Off – TRIPR|Buy Men Blue Printed Regular Shorts Online - 78% Off – TRIPR|Buy Men Red Printed Regular Shorts Online - 78% Off – TRIPR|Buy Men Shorts | Olive Green Printed Shorts For Men Online – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0172,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:black|color:grey|color:red,abstract printed sleeveless vest,shared_keyword_intent,3,product,https://triprindia.com/products/grey-printed-men-vest,1,https://triprindia.com/products/black-printed-men-vest|https://triprindia.com/products/red-printed-men-vest,Buy Men Sleeveless Abstract Printed Black Vest Online – TRIPR|Buy Men Sleeveless Printed Grey Vest Online – TRIPR|Buy Men Red Sleeveless Vest Online - 87% Off – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0173,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:j84|color:beige|color:black|color:grey,ankle bottom cuffed deisgn jogger pant printed track,shared_keyword_intent,3,product,https://triprindia.com/products/men-beige-track-pant-bottom-with-cuffed-j84,2,https://triprindia.com/products/men-grey-track-pant-bottom-with-cuffed-j84|https://triprindia.com/products/men-black-track-pant-bottom-with-cuffed-j84,Men's Ankle Deisgn Printed Beige Jogger Track Pant – TRIPR|Men's Ankle Deisgn Printed Grey Jogger Track Pant – TRIPR|Men's Ankle Deisgn Printed Black Jogger Track Pant – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0174,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:j62|color:beige|color:black|color:grey|color:navy,ankle cuffed fit jogger printed,shared_keyword_intent,3,product,https://triprindia.com/products/men-printed-ankle-fit-cuffed-jogger-j62-beige-black,0,https://triprindia.com/products/men-printed-ankle-fit-cuffed-jogger-j62-navy-grey|https://triprindia.com/products/men-printed-ankle-fit-cuffed-jogger-j62-grey-black,Men Printed Ankle Fit Cuffed Navy & Grey Jogger – TRIPR|Men Printed Ankle Fit Cuffed Grey & Black Jogger – TRIPR|Men Printed Ankle Fit Cuffed Beige & Black Jogger – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0175,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant|variant_family,code:os8|color:beige|color:black|color:blue|color:grey|color:maroon|color:multi|color:navy|variant_family,baggy cargo color dual fit jogger pant pocket pockets,shared_keyword_intent,3,product,https://triprindia.com/products/men-4-pockets-dual-color-baggy-cargo-pant-black-beige-os8,4,https://triprindia.com/products/men-4-pockets-dual-color-baggy-cargo-pant-black-grey-os8|https://triprindia.com/products/men-4-pockets-dual-color-baggy-cargo-pant-maroon-black-os8,Buy Navy Blue Baggy fit Multi Pocket Cargo Joggers Online – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0176,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:d185|code:d186|color:olivegreen,blend cotton half neck olivegreen printed round sleeve tshirt,shared_keyword_intent,3,product,https://triprindia.com/products/men-printed-half-sleeve-round-neck-cotton-blend-olivegreen-t-shirt,1,https://triprindia.com/products/men-printed-half-sleeve-round-neck-cotton-blend-t-shirt-d185-olivegreen|https://triprindia.com/products/men-printed-half-sleeve-round-neck-d186-cotton-blend-olivegreen-t-shirt-1,Men Half Sleeve Round Neck Cotton Blend Olivegreen Printed TShirt – TRIPR|Men Printed Half Sleeve Round Neck Cotton Blend Olivegreen T-Shirt – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0177,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:beige|color:black|color:grey,cargo colorblocked jogger multipockets,shared_keyword_intent,3,product,https://triprindia.com/products/colorblocked-multipockets-cargo-jogger-beige-black,0,https://triprindia.com/products/colorblocked-multipockets-cargo-42-jogger-black-grey|https://triprindia.com/products/colorblocked-multipockets-cargo-43-jogger-beige-black,Colorblocked Multipockets Cargo Jogger Black & Grey – TRIPR|Colorblocked Multipockets Cargo Jogger Beige & Black – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0178,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:beige|color:black|color:grey,cargo designer jogger panel print side,shared_keyword_intent,3,product,https://triprindia.com/products/designer-cargo-grey-jogger-with-side-print-panel,1,https://triprindia.com/products/designer-cargo-beige-jogger-with-side-print-panel|https://triprindia.com/products/designer-cargo-black-jogger-with-side-print-panel,Designer Cargo Grey Jogger with Side Print Panel – TRIPR|Designer Cargo Beige Jogger with Side Print Panel – TRIPR|Designer Cargo Black Jogger with Side Print Panel – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0179,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:beige|color:black|color:maroon,casual fit plain regular sweatshirt,shared_keyword_intent,3,product,https://triprindia.com/products/plain-black-sweatshirt-for-men,0,https://triprindia.com/products/maroon-plain-sweatshirt-for-men|https://triprindia.com/products/beige-plain-sweatshirt-for-men,PLAIN BLACK MEN REGULAR FIT CASUAL SWEATSHIRT – TRIPR|PLAIN MAROON MEN REGULAR FIT CASUAL SWEATSHIRT – TRIPR|PLAIN BEIGE MEN REGULAR FIT CASUAL SWEATSHIRT – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0180,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:d230|color:beige|color:black|color:maroon,collar full mandarin quarter sleeve tshirt zip,shared_keyword_intent,3,product,https://triprindia.com/products/mandarin-collar-full-sleeve-quarter-zip-t-shirt-d230-black,0,https://triprindia.com/products/mandarin-collar-full-sleeve-quarter-zip-t-shirt-d230-beige|https://triprindia.com/products/mandarin-collar-full-sleeve-quarter-zip-t-shirt-d230-maroon,Mandarin Collar Quarter Zip Full Sleeve Tshirt Beige – TRIPR|Mandarin Collar Quarter Zip Full Sleeve Tshirt Black – TRIPR|Mandarin Collar Quarter Zip Full Sleeve Tshirt Maroon – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0181,info,content_cannibalization_variant_cluster,variant_cluster,medium,color_variant,color:black|color:blue|color:green|color:maroon|color:navy|color:olive|color:white,collar half mandarin neck piping sleeve tshirt zip,shared_keyword_intent,3,product,https://triprindia.com/products/mens-zip-neck-half-sleeve-maroon-t-shirt,2,https://triprindia.com/products/mens-zip-neck-half-sleeve-t-shirt-green|https://triprindia.com/products/mens-zip-neck-navy-blue-t-shirt,Buy Men Olive Green Half Sleeve Zip Neck Black Piping T-shirt Online – TRIPR|Buy Men Maroon Zip-neck Half Sleeve Black Piping T-shirt Online – TRIPR|Buy Men Navy Blue Zip-neck Half Sleeve White Piping T-shirt Online – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0182,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant,code:d230|color:beige|color:black|color:maroon,collar half mandarin quarter sleeve tshirt zip,shared_keyword_intent,3,product,https://triprindia.com/products/mandarin-collar-half-sleeve-quarter-zip-t-shirt-d230-black,0,https://triprindia.com/products/mandarin-collar-half-sleeve-quarter-zip-t-shirt-d230-beige|https://triprindia.com/products/mandarin-collar-half-sleeve-quarter-zip-t-shirt-d230-maroon,Mandarin Collar Quarter Zip Half Sleeve Tshirt Beige – TRIPR|Mandarin Collar Quarter Zip Half Sleeve Tshirt Black – TRIPR|Mandarin Collar Quarter Zip Half Sleeve Tshirt Maroon – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
CAN-0183,info,content_cannibalization_variant_cluster,variant_cluster,high,color_variant|model_code_variant|variant_family,code:d189|color:beige|color:black|color:grey|color:white|variant_family,color dual half high neck printed quarter sleeve tshirt zip,shared_keyword_intent,3,product,https://triprindia.com/products/quarter-zip-dual-color-half-sleeve-high-neck-t-shirt-d189-beige-black,1,https://triprindia.com/products/quarter-zip-dual-color-half-sleeve-high-neck-t-shirt-d189-black-white|https://triprindia.com/products/quarter-zip-dual-color-half-sleeve-high-neck-t-shirt-d189-grey-black,Dual Color High Neck Printed Tshirt Beige & White – TRIPR|Dual Color High Neck Printed Tshirt Black & White – TRIPR|Dual Color High Neck Printed Tshirt Grey & Black – TRIPR,,,,"Review as a Shopify variant cluster. If each URL should rank separately, keep unique titles, meta descriptions, content, images, and internal links; otherwise consolidate or canonicalize weaker variants."
